order_id,order_date,region,customer_id,product_id,quantity,unit_price,revenue
O00161,2024-06-22,North,C1036,P110,5,116.75,583.75
O00960,2025-09-28,South,C1057,P111,5,17.74,88.7
O01585,2024-06-17,West,C1026,P100,2,15.43,30.86
O01054,2024-02-19,East,C1056,P110,4,78.48,313.92
O00475,2025-07-06,North,C1006,P106,1,79.83,79.83
O01821,2025-11-12,West,C1014,P106,3,74.68,224.04
O00188,2024-08-02,North,C1015,P108,3,211.51,634.53
O01030,2024-01-04,East,C1048,P104,2,16.24,32.48
O00464,2025-06-05,North,C1036,P109,2,327.36,654.72
O01010,2025-12-25,South,C1024,P102,1,21.66,21.66
O00842,2025-02-09,South,C1045,P107,2,58.95,117.9
O01743,2025-05-22,West,C1051,P106,4,86.98,347.92
O00327,2025-02-06,North,C1008,P102,3,19.68,59.04
O01038,2024-01-15,East,C1047,P104,1,16.28,16.28
O01116,2024-05-18,East,C1023,P108,1,196.92,196.92
O01018,2025-12-21,South,C1020,P101,1,48.13,48.13
O01358,2025-05-16,East,C1059,P111,5,24.82,124.1
O01558,2024-04-09,West,C1019,P100,4,18.4,73.6
O00893,2025-05-11,South,C1041,P110,5,106.9,534.5
O00060,2024-03-23,North,C1001,P108,3,229.68,689.04
O00014,2024-01-04,North,C1015,P108,2,255.94,511.88
O01835,2025-12-18,West,C1039,P109,1,295.75,295.75
O00993,2025-11-12,South,C1035,P109,2,337.29,674.58
O00388,2025-04-13,North,C1006,P100,3,16.21,48.63
O00524,2025-09-23,North,C1036,P101,5,46.87,234.35
O01117,2024-05-28,East,C1010,P110,4,96.33,385.32
O00027,2024-02-10,North,C1036,P107,2,56.61,113.22
O01269,2025-02-17,East,C1010,P101,2,40.24,80.48
O00604,2025-12-19,North,C1049,P102,3,26.44,79.32
O01016,2025-12-04,South,C1002,P108,2,186.1,372.2
O00323,2025-02-22,North,C1001,P108,2,214.14,428.28
O01470,2025-11-08,East,C1042,P105,5,33.13,165.65
O01623,2024-10-07,West,C1027,P100,3,18.15,54.45
O01694,2025-03-08,West,C1000,P103,5,146.08,730.4
O00867,2025-04-17,South,C1045,P111,3,21.72,65.16
O01305,2025-03-16,East,C1011,P103,2,142.43,284.86
O01459,2025-11-11,East,C1010,P107,1,49.93,49.93
O01541,2024-03-08,West,C1026,P104,1,22.26,22.26
O00442,2025-05-07,North,C1037,P100,1,15.77,15.77
O01787,2025-08-28,West,C1029,P109,4,298.36,1193.44
O00296,2025-01-26,North,C1008,P108,1,198.64,198.64
O00555,2025-10-06,North,C1037,P107,3,44.72,134.16
O00257,2024-11-20,North,C1006,P104,2,18.39,36.78
O00561,2025-11-18,North,C1043,P107,1,42.23,42.23
O00831,2025-02-24,South,C1041,P100,5,15.25,76.25
O01037,2024-01-15,East,C1055,P101,2,38.53,77.06
O01812,2025-11-19,,C1019,P111,2,25.24,50.48
O00881,2025-04-26,South,C1018,P100,4,12.58,50.32
O00456,2025-06-28,North,C1043,P101,3,39.05,117.15
O00308,2025-01-19,North,C1036,P103,1,183.38,183.38
O00073,2024-03-21,North,C1052,P106,4,66.04,264.16
O00258,2024-11-08,North,C1049,P104,4,16.27,65.08
O01244,2024-12-13,East,C1047,P100,3,13.79,41.37
O00003,2024-01-05,North,C1049,P103,4,140.86,563.44
O01676,2025-02-26,West,C1039,P109,1,375.2,375.2
O00962,2025-09-04,South,C1004,P111,1,,24.23
O01530,2024-03-06,West,C1039,P106,3,75.47,226.41
O01814,2025-11-27,West,C1053,P101,2,37.2,74.4
O00681,2024-04-09,,C1057,P109,3,359.98,1079.94
O01132,2024-06-26,East,C1044,P102,3,28.06,84.18
O00368,2025-03-26,North,C1008,P109,3,402.58,1207.74
O00954,2025-08-18,South,C1018,P100,1,13.79,13.79
O01589,2024-06-24,West,C1000,P104,1,16.36,16.36
O00695,2024-05-07,South,C1018,P102,2,23.22,46.44
O00930,2025-07-26,South,C1018,P109,3,389.39,1168.17
O01390,2025-07-28,East,C1034,P107,3,52.75,158.25
O01701,2025-03-17,West,C1026,P111,2,17.75,35.5
O00480,2025-07-19,North,C1006,P103,4,198.91,795.64
O00558,2025-10-07,North,C1017,P109,4,409.74,1638.96
O01015,2025-12-21,South,C1028,P104,1,20.69,20.69
O01800,2025-10-05,West,C1021,P109,3,389.79,1169.37
O00910,2025-06-22,South,C1025,P106,1,76.55,76.55
O01158,2024-07-23,East,C1059,P103,2,139.6,279.2
O00586,2025-12-09,North,C1017,P111,5,19.88,99.4
O00118,2024-05-05,North,C1052,P104,1,16.58,16.58
O01319,2025-04-12,East,C1011,P109,5,403.07,2015.35
O01222,2024-11-16,East,C1047,P110,2,117.83,235.66
O01595,2024-07-25,West,C1027,P101,5,43.3,216.5
O00683,2024-04-13,South,C1030,P111,5,19.95,99.75
O01534,2024-03-14,West,C1026,P111,3,22.01,66.03
O00006,2024-01-27,North,C1037,P107,1,50.0,50.0
O01713,2025-04-13,West,C1000,P105,2,31.34,62.68
O00467,2025-06-07,North,C1049,P111,2,19.6,39.2
O01419,2025-08-06,East,C1059,P109,2,415.56,831.12
O01246,2025-01-23,East,C1059,P111,2,21.0,42.0
O01672,2025-01-25,West,C1039,P103,2,171.0,342.0
O00843,2025-02-23,South,C1007,P101,5,42.5,212.5
O00446,2025-06-08,North,C1037,P101,3,38.51,115.53
O00137,2024-05-10,North,C1008,P111,3,23.4,70.2
O00012,2024-01-04,North,C1037,P110,2,106.58,213.16
O01139,2024-06-23,East,C1042,P101,2,34.82,69.64
O01464,2025-11-17,East,C1044,P109,4,380.64,1522.56
O00333,2025-02-23,North,C1015,P106,3,72.74,218.22
O00878,2025-04-24,South,C1020,P111,3,17.58,52.74
O00952,2025-08-15,South,C1013,P107,5,57.56,287.8
O00777,2024-11-17,South,C1002,P104,4,21.18,84.72
O00605,2025-12-23,North,C1006,P111,3,23.63,70.89
O00569,2025-11-03,North,C1015,P107,1,50.75,50.75
O01554,2024-04-10,West,C1046,P111,3,26.38,79.14
O01772,2025-07-21,West,C1053,P105,2,26.52,53.04
O00085,2024-04-10,North,C1040,P105,3,27.47,82.41
O01705,2025-03-12,West,C1053,P105,2,35.46,70.92
O01082,2024-03-10,East,C1031,P105,1,29.96,29.96
O00756,2024-09-28,South,C1022,P104,1,15.79,15.79
O01268,2025-02-11,East,C1003,P111,1,25.66,25.66
O00152,2024-06-25,North,C1052,P105,4,32.47,129.88
O01416,2025-08-14,East,C1012,P102,2,26.19,52.38
O01776,2025-08-24,West,C1021,P103,2,159.76,319.52
O00389,2025-04-27,North,C1015,P110,5,94.23,471.15
O00732,2024-07-11,South,C1054,P105,4,29.34,117.36
O00173,2024-07-21,North,C1036,P107,4,56.53,226.12
O01768,2025-07-23,West,C1014,P110,4,77.27,309.08
O00531,2025-09-12,North,C1037,P104,4,24.02,96.08
O01128,2024-06-02,East,C1048,P105,2,34.49,68.98
O00766,2024-10-08,South,C1018,P107,2,51.02,102.04
O00736,2024-08-07,South,C1025,P110,2,85.72,171.44
O01397,2025-07-18,East,C1048,P110,1,99.9,99.9
O01271,2025-02-17,East,C1034,P105,4,32.55,130.2
O01272,2025-02-15,East,C1055,P111,4,19.33,77.32
O00375,2025-03-03,North,C1001,P105,2,30.35,60.7
O01069,2024-03-24,East,C1044,P104,2,18.98,37.96
O00710,2024-06-12,South,C1033,P111,2,20.12,40.24
O00938,2025-07-17,South,C1057,P102,5,29.48,147.4
O01657,2024-12-09,West,C1000,P111,5,20.76,103.8
O01615,2024-09-08,West,C1027,P107,3,44.48,133.44
O00671,2024-04-22,South,C1020,P102,2,,61.4
O00033,2024-02-05,North,C1037,P108,3,257.05,771.15
O00239,2024-10-17,North,C1008,P111,4,24.08,96.32
O00128,2024-05-26,North,C1006,P102,1,25.24,25.24
O00355,2025-03-06,North,C1001,P108,2,184.83,369.66
O00165,2024-07-28,North,C1052,P107,1,45.66,45.66
O01242,2024-12-27,East,C1056,P105,1,32.52,32.52
O00493,2025-07-06,North,C1052,P110,4,112.73,450.92
O00473,2025-07-22,North,C1037,P103,3,194.95,584.85
O01602,2024-08-14,West,C1027,P100,4,14.22,56.88
O01407,2025-08-23,East,C1044,P110,3,82.61,247.83
O01341,2025-04-16,East,C1031,P106,1,64.21,64.21
O01190,2024-09-18,East,C1012,P101,4,37.51,150.04
O00090,2024-04-05,North,C1049,P106,3,93.62,280.86
O01749,2025-06-27,West,C1026,P105,3,31.36,94.08
O00098,2024-04-04,North,C1017,P100,4,18.0,72.0
O01067,2024-03-10,East,C1023,P111,4,16.92,67.68
O01024,2024-01-07,East,C1012,P110,2,78.18,156.36
O01356,2025-05-04,East,C1042,P105,4,27.13,108.52
O00450,2025-06-21,North,C1001,P104,4,16.89,67.56
O00551,2025-10-22,North,C1017,P102,1,26.67,26.67
O01135,2024-06-12,East,C1012,P100,3,15.34,46.02
O00219,2024-09-25,North,C1036,P110,2,104.24,208.48
O00179,2024-07-11,North,C1008,P109,3,437.36,1312.08
O00434,2025-05-21,North,C1052,P110,3,98.25,294.75
O00568,2025-11-16,North,C1043,P101,5,41.4,207.0
O01457,2025-11-16,East,C1059,P105,4,32.76,131.04
O00742,2024-08-21,South,C1058,P100,1,12.35,12.35
O01180,2024-09-25,East,C1055,P103,4,137.35,549.4
O00484,2025-07-12,North,C1017,P109,3,389.45,1168.35
O01370,2025-06-17,East,C1031,P100,5,13.64,68.2
O01452,2025-10-15,East,C1023,P106,5,86.56,432.8
O00438,2025-05-02,North,C1006,P106,1,68.67,68.67
O00781,2024-11-20,South,C1054,P104,3,16.2,48.6
O00549,2025-10-03,North,C1036,P106,2,98.63,197.26
O00854,2025-03-23,South,C1013,P108,4,249.95,999.8
O01086,2024-04-02,East,C1034,P109,4,447.79,1791.16
O01643,2024-11-24,West,C1053,P103,5,145.09,725.45
O00783,2024-11-18,South,C1004,P105,2,33.72,67.44
O01332,2025-04-22,East,C1003,P110,2,88.79,177.58
O01125,2024-05-18,East,C1023,P106,3,67.65,202.95
O01495,2025-12-19,East,C1012,P111,2,23.52,47.04
O01008,2025-12-28,South,C1030,P101,3,31.92,95.76
O01177,2024-08-25,East,C1042,P109,3,343.95,1031.85
O01329,2025-04-04,East,C1047,P106,4,88.63,354.52
O00674,2024-04-26,South,C1041,P103,3,166.01,498.03
O01758,2025-06-28,West,C1046,P102,5,24.79,123.95
O00687,2024-05-28,South,C1045,P103,4,192.64,770.56
O01699,2025-03-14,West,C1051,P108,3,204.01,612.03
O01551,2024-04-12,West,C1026,P100,2,11.93,23.86
O00818,2025-01-22,South,C1041,P100,4,17.52,70.08
O00753,2024-09-18,South,C1002,P100,2,12.81,25.62
O00122,2024-05-02,North,C1037,P107,5,48.57,242.85
O00700,2024-05-27,South,C1020,P100,4,14.04,56.16
O00877,2025-04-02,South,C1050,P106,5,71.11,355.55
O01142,2024-06-10,East,C1010,P104,1,19.54,19.54
O01041,2024-02-17,East,C1048,P100,5,18.15,90.75
O01736,2025-05-18,West,C1039,P101,5,47.01,235.05
O00579,2025-11-28,North,C1001,P109,2,331.62,663.24
O00856,2025-03-08,South,C1028,P100,2,16.47,32.94
O01587,2024-06-11,West,C1051,P106,5,68.39,341.95
O00039,2024-02-23,North,C1036,P110,4,97.56,390.24
O00032,2024-02-21,North,C1040,P110,1,109.52,109.52
O01286,2025-02-03,East,C1012,P109,5,317.42,1587.1
O00107,2024-04-19,North,C1008,P109,3,436.99,1310.97
O00024,2024-01-27,North,C1001,P103,1,151.31,151.31
O00711,2024-06-22,South,C1054,P110,5,93.67,468.35
O00070,2024-03-19,North,C1008,P100,4,13.86,55.44
O01650,2024-12-09,West,C1026,P105,2,32.45,64.9
O01120,2024-05-27,East,C1012,P106,1,83.31,83.31
O01619,2024-09-13,West,C1039,P101,3,38.99,116.97
O01369,2025-06-25,East,C1056,P110,3,,310.62
O01099,2024-04-08,East,C1047,P104,4,20.86,83.44
O01667,2025-01-15,West,C1027,P102,3,26.57,79.71
O01626,2024-10-06,West,C1053,P102,5,24.88,124.4
O00266,2024-12-03,North,C1001,P100,3,12.84,38.52
O01205,2024-10-17,East,C1044,P111,4,18.41,73.64
O01017,2025-12-18,South,C1022,P102,5,30.65,153.25
O01065,2024-03-18,East,C1034,P105,4,29.4,117.6
O00505,2025-08-20,North,C1036,P105,4,39.36,157.44
O00277,2024-12-11,North,C1015,P105,4,32.84,131.36
O00810,2025-01-10,South,C1041,P101,4,35.97,143.88
O00340,2025-02-03,North,C1006,P110,2,106.58,213.16
O01387,2025-06-20,East,C1034,P109,3,295.23,885.69
O00946,2025-08-06,South,C1045,P101,4,31.01,124.04
O01403,2025-07-22,East,C1048,P106,1,93.24,93.24
O00186,2024-08-26,North,C1015,P110,3,98.86,296.58
O00799,2024-12-24,South,C1028,P111,2,18.2,36.4
O00931,2025-07-06,South,C1002,P110,5,100.47,502.35
O00745,2024-08-16,South,C1022,P103,3,165.39,496.17
O00979,2025-10-15,South,C1013,P109,5,397.71,1988.55
O01665,2025-01-27,West,C1000,P102,2,20.91,41.82
O00062,2024-03-25,North,C1049,P105,5,31.86,159.3
O00798,2024-12-05,South,C1022,P104,5,16.25,81.25
O01251,2025-01-07,East,C1056,P106,5,67.01,335.05
O01660,2025-01-24,West,C1046,P101,4,45.97,183.88
O01583,2024-06-08,West,C1019,P111,2,21.05,42.1
O00194,2024-08-08,North,C1052,P107,5,46.42,232.1
O00647,2024-03-03,South,C1041,P110,2,118.6,237.2
O00034,2024-02-10,North,C1043,P106,5,80.59,402.95
O01759,2025-06-13,West,C1027,P103,4,156.73,626.92
O00801,2024-12-17,South,C1016,P110,2,93.2,186.4
O00058,2024-03-26,North,C1043,P107,3,41.42,124.26
O00939,2025-07-14,South,C1020,P104,4,18.23,72.92
O01241,2024-12-19,East,C1023,P106,5,86.49,432.45
O00359,2025-03-07,North,C1040,P106,3,70.95,212.85
O01070,2024-03-15,East,C1047,P101,5,34.73,173.65
O01461,2025-11-14,East,C1011,P102,4,26.52,106.08
O00069,2024-03-19,North,C1015,P108,3,245.22,735.66
O00292,2025-01-26,North,C1036,P106,2,78.77,157.54
O00047,2024-02-18,North,C1017,P104,3,16.69,50.07
O00924,2025-06-05,South,C1025,P111,1,26.22,26.22
O00278,2024-12-08,North,C1043,P103,2,145.26,290.52
O01697,2025-03-03,West,C1027,P103,4,167.29,669.16
O00225,2024-10-04,North,C1037,P106,5,64.07,320.35
O00865,2025-03-05,South,C1057,P108,5,250.61,1253.05
O00382,2025-04-17,North,C1043,P107,1,57.26,57.26
O01788,2025-09-11,West,C1014,P110,2,93.11,186.22
O00365,2025-03-12,North,C1036,P111,1,19.4,19.4
O01757,2025-06-27,West,C1000,P104,2,20.34,40.68
O01025,2024-01-20,East,C1034,P107,3,53.71,161.13
O00774,2024-11-28,South,C1009,P109,2,320.95,641.9
O01227,2024-12-09,East,C1003,P102,1,19.77,19.77
O00067,2024-03-27,North,C1015,P102,4,29.86,119.44
O01056,2024-02-18,East,C1042,P108,1,208.42,208.42
O00868,2025-04-11,South,C1057,P106,2,77.77,155.54
O00029,2024-02-08,North,C1006,P100,1,,12.8
O00295,2025-01-06,North,C1052,P111,3,22.87,68.61
O00114,2024-05-17,North,C1040,P103,5,144.03,720.15
O00246,2024-11-21,North,C1008,P110,5,115.65,578.25
O01023,2024-01-25,East,C1023,P111,1,18.18,18.18
O01186,2024-09-10,East,C1010,P100,2,15.79,31.58
O00981,2025-10-13,South,C1050,P103,5,151.58,757.9
O00412,2025-04-25,North,C1052,P107,4,39.74,158.96
O01439,2025-10-17,East,C1042,P104,1,22.69,22.69
O01777,2025-08-14,West,C1039,P102,4,19.67,78.68
O00117,2024-05-15,North,C1052,P105,3,31.02,93.06
O01711,2025-03-03,West,C1032,P110,4,88.36,353.44
O01484,2025-12-10,East,C1003,P109,3,441.23,1323.69
O00248,2024-11-23,North,C1040,P104,3,20.42,61.26
O00666,2024-03-09,South,C1020,P104,4,15.75,63.0
O01748,2025-06-05,West,C1053,P107,5,59.36,296.8
O01375,2025-06-15,East,C1055,P105,3,35.54,106.62
O00093,2024-04-09,North,C1006,P111,3,21.2,63.6
O00115,2024-05-10,North,C1037,P110,3,102.43,307.29
O00255,2024-11-14,North,C1040,P108,3,186.89,560.67
O00430,2025-05-25,North,C1001,P101,4,43.26,173.04
O00589,2025-12-10,North,C1008,P106,3,67.58,202.74
O01478,2025-12-02,East,C1059,P108,2,232.87,465.74
O00119,2024-05-10,North,C1043,P106,1,78.4,78.4
O00133,2024-05-22,North,C1052,P101,1,31.06,31.06
O01334,2025-04-27,East,C1048,P103,4,,774.64
O01726,2025-04-28,West,C1019,P100,2,13.54,27.08
O00247,2024-11-15,North,C1036,P109,3,418.61,1255.83
O01210,2024-11-10,East,C1056,P111,4,18.72,74.88
O00776,2024-11-03,South,C1004,P109,1,361.92,361.92
O00553,2025-10-14,North,C1015,P100,3,14.25,42.75
O01114,2024-05-14,East,C1042,P103,2,193.01,386.02
O01257,2025-01-08,East,C1044,P105,3,27.25,81.75
O01817,2025-11-25,West,C1019,P102,3,21.26,63.78
O01738,2025-05-08,West,C1014,P103,2,145.22,290.44
O01258,2025-01-15,East,C1031,P108,3,218.22,654.66
O00652,2024-03-12,South,C1020,P106,5,82.11,410.55
O01171,2024-08-28,East,C1056,P104,4,20.67,82.68
O01143,2024-06-28,East,C1059,P101,5,32.81,164.05
O01828,2025-12-26,West,C1019,P102,2,29.8,59.6
O01773,2025-07-07,West,C1026,P108,3,258.62,775.86
O00534,2025-09-02,North,C1049,P110,5,86.69,433.45
O00863,2025-03-08,South,C1057,P110,2,84.5,169.0
O01266,2025-01-16,East,C1031,P104,3,20.19,60.57
O01428,2025-09-02,East,C1003,P109,3,339.89,1019.67
O00898,2025-05-20,South,C1035,P109,2,300.71,601.42
O01275,2025-02-18,East,C1031,P104,2,16.96,33.92
O01781,2025-08-04,West,C1000,P101,4,32.67,130.68
O00677,2024-04-04,South,C1030,P102,1,26.95,26.95
O00015,2024-01-03,North,C1017,P109,2,387.22,774.44
O00501,2025-08-16,North,C1052,P107,5,57.34,286.7
O01504,2024-01-09,West,C1021,P107,2,49.22,98.44
O01107,2024-05-18,East,C1055,P103,3,153.07,459.21
O01548,2024-04-26,West,C1000,P109,3,379.23,1137.69
O00601,2025-12-10,North,C1008,P106,3,80.18,240.54
O00876,2025-04-07,South,C1045,P105,1,27.89,27.89
O00274,2024-12-09,North,C1017,P106,2,93.47,186.94
O00685,2024-04-06,South,C1041,P103,1,159.75,159.75
O01379,2025-06-03,East,C1044,P100,4,12.11,48.44
O01134,2024-06-16,East,C1012,P110,3,115.2,345.6
O00372,2025-03-07,North,C1015,P111,1,17.75,17.75
O00272,2024-12-22,North,C1001,P107,1,43.83,43.83
O00606,2025-12-14,North,C1052,P102,5,26.36,131.8
O00215,2024-09-05,North,C1006,P106,2,96.08,192.16
O01382,2025-06-20,East,C1059,P100,5,15.38,76.9
O00345,2025-02-06,North,C1015,P103,2,,347.14
O00839,2025-02-13,South,C1022,P107,1,49.6,49.6
O00148,2024-06-24,North,C1017,P104,5,21.01,105.05
O01022,2024-01-03,East,C1023,P104,1,16.11,16.11
O01771,2025-07-13,West,C1032,P103,1,183.01,183.01
O00413,2025-04-14,North,C1017,P104,3,21.47,64.41
O01224,2024-11-07,East,C1042,P108,1,199.18,199.18
O00784,2024-11-14,South,C1030,P106,4,94.11,376.44
O00343,2025-02-23,North,C1015,P102,4,25.1,100.4
O00948,2025-08-04,South,C1041,P101,5,41.22,206.1
O00748,2024-09-14,South,C1004,P104,2,23.2,46.4
O00174,2024-07-21,North,C1049,P109,4,428.55,1714.2
O00378,2025-03-05,North,C1052,P107,1,53.08,53.08
O00739,2024-08-20,South,C1002,P101,1,46.08,46.08
O01472,2025-11-15,East,C1012,P107,3,41.22,123.66
O00053,2024-02-15,North,C1036,P109,5,441.0,2205.0
O00019,2024-01-03,North,C1036,P111,3,20.98,62.94
O00222,2024-10-28,North,C1040,P102,5,23.65,118.25
O01683,2025-02-22,West,C1019,P100,2,12.74,25.48
O01396,2025-07-16,East,C1059,P104,2,18.43,36.86
O01765,2025-07-07,West,C1014,P104,3,21.8,65.4
O01141,2024-06-16,East,C1059,P107,4,59.04,236.16
O00096,2024-04-09,North,C1001,P107,4,57.95,231.8
O00262,2024-11-27,North,C1043,P108,1,230.64,230.64
O01476,2025-12-28,East,C1003,P100,4,13.62,54.48
O01731,2025-05-08,West,C1000,P102,5,23.49,117.45
O00180,2024-07-17,North,C1017,P106,4,77.29,309.16
O01127,2024-05-25,East,C1034,P108,3,207.75,623.25
O00717,2024-06-25,South,C1007,P109,5,399.66,1998.3
O01741,2025-05-03,West,C1026,P100,4,17.81,71.24
O00185,2024-08-20,North,C1008,P108,5,225.14,1125.7
O00468,2025-06-25,North,C1001,P101,1,44.19,44.19
O00904,2025-05-07,South,C1016,P104,1,19.37,19.37
O00072,2024-03-05,North,C1006,P107,5,52.96,264.8
O01170,2024-08-19,East,C1031,P111,5,18.62,93.1
O01337,2025-04-26,East,C1034,P104,3,21.83,65.49
O00347,2025-02-22,North,C1036,P100,5,12.14,60.7
O01208,2024-11-25,East,C1003,P104,1,19.89,19.89
O00030,2024-02-05,North,C1036,P110,5,99.28,496.4
O00797,2024-12-19,South,C1033,P102,4,24.78,99.12
O01064,2024-03-27,,C1012,P101,1,47.29,47.29
O00158,2024-06-10,North,C1052,P106,3,84.55,253.65
O00933,2025-07-25,South,C1057,P103,2,135.62,271.24
O00659,2024-03-11,South,C1002,P106,3,64.4,193.2
O01624,2024-10-02,West,C1021,P109,3,437.63,1312.89
O00395,2025-04-08,North,C1049,P103,3,195.84,587.52
O01077,2024-03-12,East,C1034,P100,2,12.12,24.24
O00989,2025-11-10,South,C1016,P109,3,328.48,985.44
O01467,2025-11-08,East,C1048,P108,5,176.14,880.7
O01310,2025-03-11,East,C1011,P105,2,35.53,71.06
O00403,2025-04-17,North,C1008,P103,5,153.55,767.75
O00990,2025-11-16,South,C1013,P100,4,18.15,72.6
O00678,2024-04-22,South,C1057,P110,4,112.17,448.68
O01252,2025-01-28,East,C1031,P105,3,31.14,93.42
O00823,2025-02-06,South,C1007,P104,2,19.37,38.74
O00964,2025-09-09,South,C1041,P101,2,46.45,92.9
O00836,2025-02-17,South,C1016,P109,4,351.56,1406.24
O01034,2024-01-09,East,C1011,P104,5,22.54,112.7
O01540,2024-03-05,West,C1027,P110,2,105.09,210.18
O00940,2025-07-08,South,C1002,P100,5,11.98,59.9
O01055,2024-02-04,East,C1003,P105,1,27.95,27.95
O01102,2024-04-06,East,C1047,P103,2,173.18,346.36
O00692,2024-05-18,South,C1022,P102,2,28.74,57.48
O01638,2024-11-03,West,C1053,P107,1,50.96,50.96
O00335,2025-02-06,North,C1017,P104,3,19.13,57.39
O00874,2025-04-04,South,C1007,P102,5,29.06,145.3
O00806,2025-01-23,South,C1054,P111,1,20.42,20.42
O00008,2024-01-27,North,C1015,P108,3,222.89,668.67
O00518,2025-09-22,North,C1036,P105,3,27.05,81.15
O00198,2024-08-23,North,C1008,P104,2,23.34,46.68
O00297,2025-01-14,North,C1006,P103,4,183.16,732.64
O01508,2024-01-14,West,C1046,P108,1,171.74,171.74
O01642,2024-11-08,West,C1029,P103,3,208.92,626.76
O01549,2024-04-09,West,C1032,P107,4,53.96,215.84
O00123,2024-05-08,North,C1001,P100,1,15.79,15.79
O00379,2025-03-25,North,C1017,P103,1,190.32,190.32
O01063,2024-03-02,East,C1055,P111,2,22.56,45.12
O01611,2024-08-22,West,C1014,P104,2,17.49,34.98
O01362,2025-05-22,East,C1044,P109,1,420.18,420.18
O00163,2024-06-05,North,C1015,P102,1,27.8,27.8
O01187,2024-09-03,East,C1059,P105,5,35.83,179.15
O01092,2024-04-21,East,C1023,P111,2,25.7,51.4
O00125,2024-05-10,North,C1043,P106,4,91.35,365.4
O00552,2025-10-19,North,C1049,P103,2,172.68,345.36
O00005,2024-01-11,North,C1052,P109,3,393.27,1179.81
O00916,2025-06-13,South,C1004,P107,5,51.68,258.4
O00959,2025-09-14,South,C1004,P110,1,105.83,105.83
O01718,2025-04-24,West,C1039,P111,3,25.05,75.15
O01603,2024-08-15,West,C1046,P105,4,35.52,142.08
O00612,2024-01-26,South,C1038,P100,1,18.5,18.5
O00288,2025-01-22,North,C1008,P103,5,168.63,843.15
O00957,2025-09-18,South,C1009,P108,2,243.92,487.84
O01836,2025-12-21,West,C1032,P103,2,191.42,382.84
O01377,2025-06-23,East,C1056,P100,4,14.21,56.84
O01393,2025-07-17,East,C1034,P103,1,173.51,173.51
O00909,2025-06-17,South,C1025,P106,2,71.37,142.74
O00507,2025-08-21,North,C1036,P100,5,17.03,85.15
O00357,2025-03-19,North,C1043,P106,5,79.15,395.75
O01342,2025-04-14,East,C1059,P111,3,19.25,57.75
O00353,2025-03-11,North,C1015,P102,2,22.05,44.1
O00845,2025-03-22,South,C1028,P108,2,211.48,422.96
O01155,2024-07-21,East,C1012,P103,3,202.55,607.65
O00837,2025-02-08,South,C1018,P110,4,80.63,322.52
O00947,2025-08-26,South,C1035,P103,4,193.59,774.36
O00668,2024-04-09,South,C1050,P106,2,69.95,139.9
O00887,2025-04-05,South,C1058,P107,3,41.82,125.46
O01285,2025-02-07,East,C1044,P110,4,80.36,321.44
O01730,2025-04-06,West,C1000,P111,5,19.5,97.5
O00334,2025-02-19,North,C1008,P110,2,81.92,163.84
O00154,2024-06-15,North,C1040,P105,3,32.85,98.55
O00788,2024-12-04,South,C1002,P108,5,200.48,1002.4
O00502,2025-08-12,North,C1017,P107,1,55.93,55.93
O00722,2024-07-07,South,C1018,P100,2,12.54,25.08
O00374,2025-03-25,North,C1006,P110,4,91.1,364.4
O00591,2025-12-22,North,C1040,P110,1,101.38,101.38
O00313,2025-01-07,North,C1052,P101,4,40.34,161.36
O00043,2024-02-13,North,C1049,P108,2,203.92,407.84
O01429,2025-09-18,East,C1011,P105,5,38.44,192.2
O00646,2024-02-28,South,C1050,P111,1,21.36,21.36
O01568,2024-05-19,West,C1027,P109,3,412.28,1236.84
O00972,2025-10-28,South,C1024,P107,1,,55.02
O01609,2024-08-23,West,C1032,P101,3,41.28,123.84
O00523,2025-09-15,North,C1036,P106,4,83.98,335.92
O01617,2024-09-18,West,C1027,P105,4,34.22,136.88
O00763,2024-10-10,South,C1025,P111,4,19.97,79.88
O01562,2024-05-23,West,C1029,P103,3,188.46,565.38
O01702,2025-03-14,West,C1014,P104,3,19.29,57.87
O01384,2025-06-28,East,C1010,P100,3,15.15,45.45
O00705,2024-06-27,South,C1016,P104,4,21.99,87.96
O01536,2024-03-23,West,C1046,P104,4,17.68,70.72
O01651,2024-12-11,West,C1046,P111,3,21.15,63.45
O01446,2025-10-06,East,C1010,P109,4,392.12,1568.48
O00945,2025-08-26,South,C1004,P102,3,25.4,76.2
O00169,2024-07-13,North,C1052,P102,2,28.49,56.98
O01606,2024-08-11,West,C1039,P101,4,43.55,174.2
O00361,2025-03-16,North,C1037,P105,4,37.13,148.52
O01019,2025-12-03,South,C1030,P111,2,25.12,50.24
O01823,2025-11-09,West,C1053,P104,1,19.71,19.71
O00744,2024-08-03,South,C1022,P107,5,58.32,291.6
O00273,2024-12-05,North,C1017,P111,3,25.4,76.2
O00520,2025-09-25,North,C1001,P110,1,100.21,100.21
O00815,2025-01-15,South,C1058,P104,2,20.71,41.42
O00819,2025-01-18,South,C1020,P105,1,35.23,35.23
O00735,2024-08-04,South,C1058,P106,4,72.46,289.84
O01733,2025-05-26,West,C1053,P101,1,37.96,37.96
O01729,2025-04-19,West,C1026,P111,2,26.39,52.78
O01433,2025-09-02,East,C1034,P104,5,15.42,77.1
O01825,2025-11-02,West,C1000,P106,3,83.51,250.53
O01122,2024-05-20,East,C1023,P107,3,55.99,167.97
